user_id,Attrition
1083,0.35063838022197996
2,0.6209728133827703
554,0.2063171422031229
85,0.020648363693840634
995,0.323120580568779
107,0.6284634582678795
930,0.23454138040132938
1306,0.19970228110420182
1308,0.5406746121889597
489,0.06720174604556389
361,0.06288961118077789
1090,0.05437880662128639
80,0.23030324637128766
152,0.4579914368628508
1452,0.05302660581668857
1093,0.19370096889530924
231,0.006465477842846618
693,0.07560247565570112
96,0.10492883739126259
224,0.006758616907738206
948,0.15178313594932907
1015,0.09491638254473735
913,0.251101931214866
445,0.03300843208475166
1,0.034164822986590467
425,0.07022749734415067
159,0.29021205222810975
1210,0.014311222092922706
227,0.013371732208256161
838,0.6343822725606116
1416,0.008416845474748566
161,0.038825452227553736
656,0.8685106116778307
308,0.023865405919381136
253,0.24529812727632724
1084,0.2057167432124664
113,0.1350197665860191
1292,0.03695789336868847
898,0.004529293487222082
295,0.1306257939698341
608,0.05619247939423676
175,0.0710464557040271
970,0.1177648200504474
45,0.02084149936211977
487,0.08200788411710988
1358,0.0675853352665064
55,0.12228244128813828
657,0.05001767987992751
1126,0.14127412388729388
254,0.030399250952467413
491,0.19689405629877213
867,0.00722687175771358
1396,0.7993703068740233
587,0.05570932010875636
863,0.11815145210181727
536,0.48505922895375064
619,0.020649532640971285
192,0.45485144228609264
1411,0.25681050844660713
1460,0.25042866749188786
1273,0.3042948922439099
1425,0.13634943695953447
574,0.030205827120322996
108,0.03281643172330048
651,0.13906095831145626
567,0.030032429052486733
728,0.013642958795779304
842,0.26144248267334025
426,0.02616258724250891
260,0.3034888179349795
580,0.20521953982857905
1021,0.7379081096781587
1173,0.029032932100172056
572,0.11070805807106583
679,0.022174600846755387
1349,0.3393289311157117
233,0.002336837706715849
303,0.1590866018966735
506,0.012711713166067394
364,0.1049609775174282
1100,0.2620870085171287
27,0.06282413819412788
1056,0.3872868197491096
317,0.08927388088588248
471,0.008765489817427183
907,0.03138979488772404
202,0.06491777396956808
1129,0.058426897210358826
1069,0.1002760360421074
1263,0.10474589127963488
381,0.37274704907580625
1137,0.46970642782996125
914,0.04910101011354828
634,0.30076495351556504
184,0.004008449485542361
431,0.13083056862503367
1413,0.3206660171866502
1438,0.7051028288962655
1361,0.0812907356452993
326,0.07340073318201455
19,0.19965400865196256
726,0.038564303134969447
330,0.048024052561120745
353,0.11270452286127285
1074,0.1781398619947391
1360,0.25290060858518876
412,0.0026717591021941443
1149,0.11465373439596348
649,0.007939477548449834
1279,0.1794174063511856
638,0.25731664066390536
18,0.007982200551744869
500,0.13416151085515948
1099,0.04907215772529566
1075,0.024635163882161453
53,0.12298670109197521
632,0.36905600830949026
874,0.05581789881292229
342,0.05190909326381512
47,0.22625992300631723
459,0.1129979099682479
748,0.5129765385561632
609,0.034097115242564244
989,0.1430386858519069
1038,0.09128516328167606
473,0.004081595531479143
711,0.560212630797999
717,0.5095527062010816
140,0.3513407363710446
1123,0.1908980570304492
39,0.0371499014099283
1368,0.3411929774584487
1026,0.07092141717092115
322,0.048192200465810256
742,0.0895532536050489
935,0.0034435712236892666
479,0.4159364697138204
1236,0.5633645854111969
1079,0.03456436127046367
461,0.04561411789618233
58,0.016054338226510707
241,0.06587778700814038
1103,0.043122235874406806
783,0.019130353338099492
1399,0.015105533439805778
56,0.10410323187877749
665,0.3621986504950832
575,0.11512637355743001
505,0.1873942964057443
443,0.6395884478592376
1283,0.007209751425829905
516,0.05964072012601831
29,0.13809747744586778
270,0.02943615425321415
924,0.10202853611247477
1288,0.0011491466545329664
985,0.12420790264143727
1327,0.005080482824097556
1439,0.01716943103464854
481,0.1315341101122565
124,0.6224053358997864
198,0.02543876102046455
1229,0.11747926635872868
